BD,Address,Address2
OPTIONS AI FINANCIAL LLC,"11 BROADWAY, SUITE 615, NEW YORK, NY 10004",
TRADE CAPITAL MARKETS (TCM) NORTH AMERICA LLC,"11 BROADWAY, SUITE 615, NEW YORK, NY 10004","12701 MEADOW CREEK LANE, APT. 205, PINEVILLE, NC 28134"
EDDID SECURITIES USA INC.,"11 BROADWAY, SUITE 801, NEW YORK, NY 10004",
"INVESCO CAPITAL MARKETS, INC.","11 GREENWAY PLAZA, SUITE 1000, HOUSTON, TX 77046",
"INVESCO DISTRIBUTORS, INC.","11 GREENWAY PLAZA, SUITE 1000, HOUSTON, TX 77046-1173",
CREDIT SUISSE SECURITIES (USA) LLC,"11 MADISON AVENUE, NEW YORK, NY 10010","11 MADISON AVENUE, 11TH FLOOR, NEW YORK, NY 10010"
"PANTHEON SECURITIES, LLC","11 TIMES SQUARE, 35TH FLOOR, NEW YORK, NY 10036","11 TIMES SQUARE, NEW YORK, NY 10036"
DUCERA SECURITIES LLC,"11 TIMES SQUARE, FLOOR 36, NEW YORK, NY 10036",
DRIVEWEALTH INSTITUTIONAL LLC,"11 WALL STREET, NEW YORK, NY 10005","15 EXCHANGE PLACE, SUITE 1110, JERSEY CITY, NJ 07302"
"LIVERMORE TRADING GROUP, INC.","11 WALL STREET, NEW YORK, NY 10005","C/O ACCOUNTING & COMPLIANCE INTERNATIONAL, 77 WATER STREET, SUITE 1604, NEW YORK, NY 10005"
CIT CAPITAL SECURITIES LLC,"11 WEST 42ND STREET, 13TH FLOOR, NEW YORK, NY 10036",
"INTERNATIONAL MONEY MANAGEMENT GROUP, INC.","110 CHANNEL MARKER WAY SUITE #101, GRASONVILLE, MD 21638",
PHOENIX IB,"110 COMMONS COURT, CHADDS FORD, PA 19317",
HUNNICUTT & CO. LLC,"110 E. 59TH STREET, 32ND FLOOR, NEW YORK, NY 10022",
BRIGHTTOWER SECURITIES LLC,"110 EAST 25TH STREET, 11TH FLOOR, NEW YORK, NY 10010",
"DREXEL HAMILTON, LLC","110 EAST 42ND STREET, SUITE 1502, NEW YORK, NY 10017",
"CF SECURED, LLC","110 EAST 59TH STREET, 21ST FLOOR, NEW YORK, NY 10022","110 EAST 59TH STREET, NEW YORK, NY 10022"
CANTOR FITZGERALD & CO.,"110 EAST 59TH STREET, 4TH FLOOR, NEW YORK, NY 10022",
"KENMAR SECURITIES, LLC","110 EAST 59TH STREET, SUITE 3200, NEW YORK, NY 10022","PO BOX 5537, NEW YORK, NY 10185-5537"
"ASCENDIANT CAPITAL MARKETS, LLC","110 FRONT STREET, SUITE 300, JUPITER, FL 33477","4 PARK PLAZA, SUITE 1950, IRVINE, CA 92614"
"ASCENDIANT SECURITIES, LLC","110 FRONT STREET, SUITE 300, JUPITER, FL 33477","4 PARK PLAZA, SUITE 1950, IRVINE, CA 92614"
ONECHRONOS,"110 GREENE ST, STE 1204, NEW YORK, NY 10012",
"THOMA BRAVO CAPITAL MARKETS, LLC","110 NORTH WACKER DRIVE, 32ND FLOOR, CHICAGO, IL 60606-1511",
"JAYPEE INTERNATIONAL, INC.","110 NORTH WACKER DRIVE, SUITE 2500, CHICAGO, IL 60606",
LINCOLN INTERNATIONAL LLC,"110 NORTH WACKER DRIVE-51ST FLOOR, CHICAGO, IL 60606",
"NESTLERODE & LOY, INC.","110 REGENT COURT, SUITE 202, STATE COLLEGE, PA 16801","P.O. BOX 343, STATE COLLEGE, PA 16804-0343"
"FIMCO SECURITIES GROUP, INC.","110 S. WISCONSIN ST., UNIT 2G, PORT WASHINGTON, WI 53074",
SILVERGROVE ADVISORS LLC,"110 W. 40TH STREET, SUITE 302, NEW YORK, NY 10018",
ORTEX SECURITIES LLC,"110 WALL STREET, 6TH FLOOR, OFFICE 57, NEW YORK, NY 10005",
HAMILTON LANE SECURITIES LLC,"110 WASHINGTON STREET, SUITE 1300, CONSHOHOCKEN, PA 19428",
"CARREDEN GROUP, INC.","1100 MORAGA WAY, SUITE 209, MORAGA, CA 94556",
"CAPITAL MANAGEMENT PARTNERS, INC.","1100 NORTH FOURTH STREET, SUITE 141, FAIRFIELD, IA 52556","1100 NORTH 4TH STREET, SUITE 141, FAIRFIELD, IA 52556"
"SFI CAPITAL GROUP, LLC","1100 SUPERIOR AVENUE EAST, SUITE 1700, CLEVELAND, OH 44114",
"STANCORP EQUITIES, INC.","1100 SW SIXTH AVENUE, PORTLAND, OR 97204-1093","900 SW 5TH AVENUE, C22, PORTLAND, OR 97204-1093"
"LIBUCKI & CO., LLC","1101 HADDON AVENUE, COLLINGSWOOD, NJ 08108","1101 HADDON AVE, COLLINGSWOOD, NJ 08108"
BLAKESLEE AND BLAKESLEE INC.,"1101 MARSH STREET, SAN LUIS OBISPO, CA 93401",
ALBRIGHT SECURITIES LLC,"1101 WILSON BLVD., 6TH FLOOR, ARLINGTON, VA 22209",
"TRADIER BROKERAGE, INC.","11016 RUSHMORE DR., SUITE 350, CHARLOTTE, NC 28277",
TRIAD SECURITIES CORP,"111 BROADWAY 11TH FLOOR, NEW YORK, NY 10006-9401",
STEPHENS,"111 CENTER STREET, LITTLE ROCK, AR 72201-3507",
TOWER PRINCIPAL MARKETS LLC,"111 COLEMAN BLVD, SUITE 404, MOUNT PLEASANT, SC 29464",
TRC MARKETS LLC,"111 COLEMAN BLVD, SUITE 404, MOUNT PLEASANT, SC 29464",
FULCRUM CAPITAL MARKETS LLC,"111 CONGRESS AVENUE, SUITE 2550, AUSTIN, TX 78701",
"NATALLIANCE SECURITIES, LLC","111 CONGRESS AVENUE, SUITE 800, AUSTIN, TX 78701",
"BANKERS LIFE SECURITIES, INC.","111 E. WACKER DRIVE, 18TH FLOOR, CHICAGO, IL 60601",
"QUASAR DISTRIBUTORS, LLC","111 EAST KILBOURN AVE, SUITE 2200, MILWAUKEE, WI 53202",
FLEXTRADE LLC,"111 GREAT NECK ROAD, GREAT NECK, NY 11021","111 GREAT NECK ROAD, SUITE 314, GREAT NECK, NY 11021"
DIFFRACTIVE DISTRIBUTION,"111 HUNTINGTON AVENUE, BOSTON, MA 02199",
"MFS FUND DISTRIBUTORS, INC.","111 HUNTINGTON AVENUE, BOSTON, MA 02199",
INTER&CO SECURITIES LLC,"111 N. SEPULVEDA BLVD SUITE 340, MANHATTAN BEACH, CA 90266-6863",
"FIRST REPUBLIC SECURITIES COMPANY, LLC","111 PINE STREET, SAN FRANCISCO, CA 94111",
DELOITTE CORPORATE FINANCE LLC,"111 S. WACKER DRIVE, CHICAGO, IL 60606-4301",
HARRIS ASSOCIATES SECURITIES L.P.,"111 S. WACKER DRIVE, SUITE 4600, CHICAGO, IL 60606",
PAR5 CAPITAL & CO LLC,"111 SEMINARY DRIVE, MAHWAH, NJ 07430","600 BRICKELL AVENUE, SUITE 2520, MIAMI, FL 33131"
"TRIBAL CAPITAL MARKETS, LLC","111 SOUTH PINEAPPLE AVENUE, SUITE 619, SARASOTA, FL 34236",
"ARROW INVESTMENTS, INC.","111 SOUTH RIDGE STREET, SUITE 201, RYE BROOK, NY 10573",
"HARBOR FUNDS DISTRIBUTORS, INC.","111 SOUTH WACKER DRIVE, 34TH FLOOR, CHICAGO, IL 60606",
"HARTFIELD, TITUS & DONNELLY, LLC","111 TOWN SQUARE PLACE, JERSEY CITY, NJ 07310",
"SUMRIDGE PARTNERS, LLC","111 TOWN SQUARE PLACE, JERSEY CITY, NJ 07310","111 TOWN SQUARE, JERSEY CITY, NJ 07310"
"R.W. SMITH & ASSOCIATES, LLC","111 TOWN SQUARE PLACE, STE 1500, JERSEY CITY, NJ 07310",
DLCC PRIME,"111 TOWN SQUARE PLACE, SUITE 1203, JERSEY CITY, NJ 07310",
WATERMILL INSTITUTIONAL TRADING LLC,"111 TOWN SQUARE PLACE, SUITE 1520, JERSEY CITY, NJ 07310",
ALTERNATIVE EXECUTION GROUP,"111 W 41ST STREET, BAYONNE, NJ 07002","90 AVENUE B, BAYONNE, NJ 07002"
"FROST BROKERAGE SERVICES, INC.","111 W. HOUSTON STREET, SAN ANTONIO, TX 78205","P.O. BOX 2538, SAN ANTONIO, TX 78299"
GEMINI CAPITAL L.L.C.,"111 WEST JACKSON BLVD., #2220, CHICAGO, IL 60604","111 W JACKSON BLVD #2220, CHICAGO, IL 60604"
LOOP CAPITAL MARKETS LLC,"111 WEST JACKSON BOULEVARD, SUITE 1901, CHICAGO, IL 60604",
"ALLARIA SECURITIES, LLC","1110 BRICKELL AVENUE, SUITE 603, MIAMI, FL 33131",
"THRASHER & CHAMBERS, INC.","1110 SE 28TH STREET SUITE 10, BENTONVILLE, AR 72712-6706",
"BP SECURITIES, LLC","11100 NE 8TH STREET, SUITE 400, BELLEVUE, WA 98004",
"B. RILEY SECURITIES, INC.","11100 SANTA MONICA BLVD, SUITE 800, LOS ANGELES, CA 90025",
"TECKMEYER FINANCIAL SERVICES, L.L.C.","11104 JOHN GALT BLVD., OMAHA, NE 68137-2307",
"GUIDANCE SECURITIES, LLC","11107 SUNSET HILLS ROAD,, SUITE 300, RESTON, VA 20190","11107 SUNSET HILLS ROAD, RESTON, VA 20190"
"TUDOR, PICKERING, HOLT & CO. SECURITIES, LLC","1111 BAGBY, SUITE 4900, HOUSTON, TX 77002",
"MISCHLER FINANCIAL GROUP, INC.","1111 BAYSIDE DRIVE, SUITE 100, CORONA DEL MAR, CA 92625",
"SABADELL SECURITIES USA, INC.","1111 BRICKELL AVENUE, 30TH FLOOR, MIAMI, FL 33131",
DOJIMA SERVICES LLC,"1111 BRICKELL AVENUE, FLOOR 10, MIAMI, FL 33131","200 S. BISCAYNE BLVD, FLOOR 20, MIAMI, FL 33131"
"VENECREDIT SECURITIES, INC.","1111 BRICKELL AVENUE, SUITE 1575, MIAMI, FL 33131","1111 BRICKELL AVENUE, SUITE 1575, MIAMI, FL 33131"
CREDICORP CAPITAL LLC,"1111 BRICKELL AVENUE, SUITE 2825, MIAMI, FL 33131",
SPENCER CLARKE LLC,"1111 LINCOLN ROAD, SUITE 500, MIAMI BEACH, FL 33139",
"JPMORGAN DISTRIBUTION SERVICES, INC.","1111 POLARIS PARKWAY, COLUMBUS, OH 43240","1111 POLARIS PARKWAY, MAIL CODE: OH1-0004, COLUMBUS, OH 43240"
"PROFESSIONAL BROKER-DEALER FINANCIAL PLANNING, INC.","1111 WEST WOLFENSBERGER ROAD, CASTLE ROCK, CO 80109-9629",
"QUINCY CASS ASSOCIATES, INCORPORATED","11111 SANTA MONICA BLVD, SUITE 1650, LOS ANGELES, CA 90025","11111 SANTA MONICA BLVD., SUITE 1650, LOS ANGELES, CA 90025"
S.L. REED & COMPANY,"11111 SANTA MONICA BOULEVARD, SUITE 1200, LOS ANGELES, CA 90025-3346",
"SAGE PARTNERS SECURITIES, LLC","11111 SANTA MONICA BOULEVARD, SUITE 2200, LOS ANGELES, CA 90025",
SALEM PARTNERS LLC,"11111 SANTA MONICA BOULEVARD, SUITE 2250, LOS ANGELES, CA 90025",
SERA GLOBAL SECURITIES US LLC,"1114 6TH AVENUE, 22ND FLOOR, THE GRACE BUILDING, NEW YORK, NY 10036",
FLOW TRADERS U.S. INSTITUTIONAL TRADING LLC,"1114 AVENUE OF THE AMERICAS, 4TH FLOOR, NEW YORK, NY 10036",
FLOW TRADERS U.S. LLC,"1114 AVENUE OF THE AMERICAS, 4TH FLOOR, NEW YORK, NY 10036",
IDB CAPITAL CORP.,"1114 AVENUE OF THE AMERICAS, NEW YORK, NY 10036",
"ARETE WEALTH MANAGEMENT, LLC","1115 W FULTON MARKET, 3RD FLOOR, CHICAGO, IL 60607",
"AMERICAN DISCOVERY ADVISORS, LLC","11150 SANTA MONICA BLVD, STE 1425, LOS ANGELES, CA 90025",
DISRUPTIVE SECURITIES,"11150 SANTA MONICA BLVD., SUITE 1680, LOS ANGELES, CA 90025",
"SAXONY SECURITIES, INC.","11152 S TOWNE SQUARE, ST. LOUIS, MO 63123",
"PATRICK CAPITAL MARKETS, LLC","11152 SOUTH TOWNE SQUARE, ST LOUIS, MO 63123","11152 SOUTH TOWNE SQUARE, ST. LOUIS, MO 63123"
"LEIGH BALDWIN & CO., LLC","112 ALBANY STREET, CAZENOVIA, NY 13035-0660",
ALLEN C. EWING & CO.,"112 SOUTH TRYON STREET, SUITE 1220, CHARLOTTE, NC 28284","8515 BAYMEADOWS WAY, UNIT 102, JACKSONVILLE, FL 32256"
"FBN SECURITIES, INC.","112 WEST 34TH STREET, 17TH FLOOR, NEW YORK, NY 10120","112 WEST 34TH STREET, 18TH FLOOR, NEW YORK, NY 10120"
"AUFHAUSER SECURITIES, INC.","112 WEST 56TH STREET, NEW YORK, NY 10019-3841",
ICICI SECURITIES INC.,"1120 AVENUE OF THE AMERICAS, 4TH FLOOR, NEW YORK, NY 10036",
IIFL CAPITAL INC.,"1120 AVENUE OF THE AMERICAS, SUITE # 4030, NEW YORK, NY 10036",
OPENCASH,"1120 NASA PARKWAY, SUITE 220C, HOUSTON, TX 77058",
"PARK WALK CAPITAL MARKETS, LLC","1120 SOUTH CAPITAL OF TEXAS HIGHWAY, BLDG. 1, SUITE 120, AUSTIN, TX 78746",
"BRIGHTHOUSE SECURITIES, LLC","11225 NORTH COMMUNITY HOUSE ROAD, CHARLOTTE, NC 28277",
"ROCKDALE SECURITIES, LLC","1123 BROADWAY, SUITE 1200, NEW YORK, NY 10010",
"M HOLDINGS SECURITIES, INC.","1125 N.W. COUCH STREET, SUITE 900, PORTLAND, OR 97209","P.O. BOX 2207, PORTLAND, OR 97208-2207"
"M FINANCIAL SECURITIES MARKETING, INC.","1125 NW COUCH STREET, SUITE 900, PORTLAND, OR 97209",
"ROBERT A. STANGER & COMPANY, INC.","1129 BROAD STREET, SUITE 201, SHREWSBURY, NJ 07702",
"PHILPOTT BALL & WERNER, LLC","11325 NORTH COMMUNITY HOUSE ROAD, SUITE 430, CHARLOTTE, NC 28277",
ING FINANCIAL MARKETS LLC,"1133 AVENUE OF THE AMERICAS, NEW YORK, NY 10036",
"GLOBAL BROKERAGE SERVICES, INC.","11350 MCCORMICK RD., EP III SUITE 1204, HUNT VALLEY, MD 21031",
NI ADVISORS,"1138 CADILLAC COURT, MILPITAS, CA 95035","1138 CADILLAC COURT, MILPITAS, CA 95035"
"ACRETRADER FINANCIAL, LLC","114 NORTH EAST STREET, FAYETTEVILLE, AR 72701",
"IFM (US) SECURITIES, LLC","114 WEST 47TH STREET, 19TH FLOOR, NEW YORK, NY 10036",
LOCKWOOD SECURITIES LLC,"1140 AVENUE OF THE AMERICAS, 9TH FLOOR, NEW YORK, NY 10036",
"RAINMAKER SECURITIES, LLC","11411 SMATHERS CIR, CORAL GABLES, FL 33156","PO BOX 66738, #86647, SAINT LOUIS, MO 63166"
"PETRIE PARTNERS SECURITIES, LLC","1144 15TH STREET, SUITE 3900, DENVER, CO 80202",
MONEY CONCEPTS CAPITAL CORP,"11440 NORTH JOG ROAD, PALM BEACH GARDENS, FL 33418","11440 NORTH JOG ROAD, PALM BEACH GARDENS, FL 33418-3764"
GWN SECURITIES INC.,"11440 NORTH JOG ROAD, PALM BEACH GARDENS, FL 33418-3764",
"KINGSWOOD CAPITAL PARTNERS, LLC","11440 W. BERNARDO CT., SUITE 300, SAN DIEGO, CA 92127","175 COUNTRY CLUB DRIVE BLDG 400, SUITE D, STOCKBRIDGE, GA 30281"
"VESTECH SECURITIES, INC.","11477 OLDE CABIN RD., SUITE 310, ST. LOUIS, MO 63141",
"SENAHILL SECURITIES, LLC","115 BROADWAY, 5TH FLOOR, NEW YORK, NY 10006",
"GLOBAL LEISURE PARTNERS, LLC","115 PARK STREET, LONDON, W1K 7AP UK",
"BACKSTROM MCCARLEY BERRY & CO., LLC","115 SANSOME STREET, MEZ. A, SAN FRANCISCO, CA 94104",
"FUNDAMENTAL INTERACTIONS NEUTRON DIRECT, LLC","115 WEST 30TH STREET, SUITE 401, NEW YORK, NY 10001",
NATIONWIDE PLANNING ASSOCIATES INC.,"115 WEST CENTURY ROAD, SUITE 360, PARAMUS, NJ 07652",
"AMERIVET SECURITIES, INC.","1155 AVENUE OF THE AMERICAS, 14TH FLOOR, NEW YORK, NY 10036",
"CITIC SECURITIES INTERNATIONAL USA, LLC","1155 AVENUE OF THE AMERICAS, 17TH FLOOR, NEW YORK, NY 10036",
"CLSA AMERICAS, LLC","1155 AVENUE OF THE AMERICAS, 17TH FLOOR, NEW YORK, NY 10036",
SOUTH STREET SECURITIES LLC,"1155 SIXTH AVE, 14TH FLOOR, NEW YORK, NY 10036",
"THINK ALPHA SECURITIES, LLC","116 COMMONS WAY, BUILDING 1, SUITE 116, PRINCETON, NJ 08540","116 COMMONS WAY, SUITE 116, PRINCETON, NJ 08540"
"RENAISSANCE MACRO SECURITIES, LLC","116 EAST 16TH ST, 12TH FLOOR, NEW YORK, NY 10003",
MICROVENTURE MARKETPLACE INC.,"11601 ALTERRA PARKWAY, SUITE 100, AUSTIN, TX 78758",
"MILLENNIUM ADVISORS, LLC","11605 N COMMUNITY HOUSE DR, SUITE 550, CHARLOTTE, NC 28277","11605 N COMMUNITY HOUSE DR., SUITE 550, CHARLOTTE, NC 28277"
"CLEARCREEK SECURITIES, LLC","1165 DELAWARE STREET, SUITE 130, DENVER, CO 80204",
TRANSITIONAL BROKER LLC,"11650 S. STATE STREET, SUITE 200, DRAPER, UT 84020",
"D.E. SHAW SECURITIES, L.L.C.","1166 AVENUE OF THE AMERICAS, 9TH FLOOR, NEW YORK, NY 10036",
MMA SECURITIES LLC,"1166 AVENUE OF THE AMERICAS, NEW YORK, NY 10036",
MMC SECURITIES LLC,"1166 AVENUE OF THE AMERICAS, NEW YORK, NY 10036",
"JOHNSTONE BROKERAGE SERVICES, LLC","117 SAN AUGUSTINE STREET, CENTER, TX 75935",
DESJARDINS SECURITIES INTERNATIONAL INC.,"1170 PEEL STREET, SUITE 300, MONTREAL, QUEBEC, H3B 0A9 CANADA",
EDWARD WOLFE LLC,"11710 PLAZA AMERICA DRIVE, SUITE 2000, RESTON, VA 20190",
"EDGELINE CAPITAL, LLC.","11726 SAN VICENTE BLVD., SUITE 610, LOS ANGELES, CA 90049",
"NEXT FINANCIAL GROUP, INC.","11740 KATY FREEWAY, SUITE 600, HOUSTON, TX 77079",
"H & L EQUITIES, LLC","1175 PEACHTREE ST., NE, SUITE 2200, ATLANTA, GA 30361-6206",
PALM TREE SECURITIES LLC,"11755 WILSHIRE BLVD, STE 2300, LOS ANGELES, CA 90025",
INTREPID INVESTMENT BANKERS LLC,"11755 WILSHIRE BLVD., SUITE 2200, LOS ANGELES, CA 90025",
"MARBLE TWO CAPITAL, LLC","11766 WILSHIRE BLVD. STE 1230, LOS ANGELES, CA 90025",
RB INTERNATIONAL MARKETS (USA) LLC,"1177 AVE. OF THE AMERICAS, 5TH FLOOR, NEW YORK, NY 10036",
"SIDOTI & COMPANY, LLC","1177 AVENUE OF AMERICAS, FLOOR 5, NEW YORK, NY 10036","P.O. BOX 5337, NEW YORK, NY 10185"
FLAGSTAR ADVISORS,"1177 AVENUE OF THE AMERICAS, 11TH FLOOR, NEW YORK, NY 10036",
KBC SECURITIES USA LLC,"1177 AVENUE OF THE AMERICAS, 7TH FLOOR, NEW YORK, NY 10036",
TRADEWEB DIRECT LLC,"1177 AVENUE OF THE AMERICAS, FLOOR 32, NEW YORK, NY 10036",
TRADEWEB L.L.C,"1177 AVENUE OF THE AMERICAS, NEW YORK, NY 10036",
GEORGESON SECURITIES CORPORATION,"118 FERNWOOD AVENUE, EDISON, NJ 08837",
"ACCESS FINANCIAL GROUP, INC.","118 NORTH CLINTON ST-SUITE 450, CHICAGO, IL 60661",
"REGIMENT SECURITIES, LLC.","118 PARKER STREET, NEWTON, MA 02459",
REGIONS SECURITIES LLC,"1180 W PEACHTREE STREET, NW, SUITE 1400, ATLANTA, GA 30309",
OUTSET GLOBAL TRADING LIMITED,"1185 AVENUE OF THE AMERICAS, 3RD FLOOR, NEW YORK, NY 10036",
HARVEST USA,"1185 AVENUE OF THE AMERICAS, SUITE 206, NEW YORK, NY 10036",
"CORNERSTONE FINANCIAL SERVICES, INC.","119 N BROADWAY STREET, SUITE 102, GREENFIELD, IN 46140",
"MASON SECURITIES, INC.","11921 FREEDOM DRIVE, SUITE 1000, RESTON, VA 20190",
RA CAPITAL ADVISORS LLC,"11988 EL CAMINO REAL, SUITE 350, SAN DIEGO, CA 92130",
"ACS EXECUTION SERVICES, LLC","12 BROAD STREET, 2ND FLOOR, RED BANK, NJ 07701",
NCG SECURITIES LLC,"12 BROAD STREET, 5TH FLOOR, RED BANK, NJ 07701",
NUVAMA FINANCIAL SERVICES INC.,"12 E 49TH STREET, WEWORK - 18TH FLOOR, NEW YORK, NY 10017",
"STUART PORTFOLIO CONSULTANTS, L.P.","12 EAST 49TH STREET, 11TH FLOOR, NEW YORK, NY 10017",
"KEPLER CAPITAL MARKETS, INC.","12 EAST 49TH STREET, 36TH FLOOR, NEW YORK, NY 10017","12 EAST 49TH STREET, SUITE 3605, NEW YORK, NY 10017"
SHARENETT SECURITIES LLC,"12 EAST 49TH STREET, SUITE 7-120, NEW YORK, NY 10017","12 EAST 49TH STREET, 11TH FLOOR, NEW YORK, NY 10017"
WAUBANK SECURITIES LLC,"12 FEDERAL STREET, PITTSBURGH, PA 15212",
"EMMET & CO, INC.","12 PEAPACK ROAD, FAR HILLS, NJ 07931","P.O. BOX 160, FAR HILLS, NJ 07931"
"ALMAX FINANCIAL SOLUTIONS, LLC","12 VAN SYCKLES ROAD, CLINTON, NJ 08809",
COLLECTABLE SECURITIES,"120 BLOOMINGDALE RD, STE 304, WHITE PLAINS, NY 10605",
"U.S. SECURITIES, INTL. CORP.","120 BROADWAY, SUITE 1017, NEW YORK, NY 10271","120 BROADWAY, NEW YORK, NY 10271"
FIRST TRUST PORTFOLIOS L.P.,"120 E. LIBERTY DRIVE, SUITE 400, WHEATON, IL 60187",
GMS GROUP,"120 EAGLE ROCK AVE, SUITE 300, EAST HANOVER, NJ 07936",
VISION FINANCIAL MARKETS LLC,"120 LONG RIDGE RD., 3 NORTH, STAMFORD, CT 06902",
"VISION BROKERAGE SERVICES, LLC","120 LONG RIDGE RD., 3 NORTH, STAMFORD, CT 06902-1839",
"P & M CORPORATE FINANCE, LLC","120 S. RIVERSIDE, SUITE 2100, CHICAGO, IL 60606",
MANORHAVEN CAPITAL LLC,"120 WALL STREET, 25TH FLOOR, NEW YORK, NY 10005",
PROMETHEUM ATS,"120 WALL STREET, 25TH FLOOR, NEW YORK, NY 10005",
"NH INVESTMENT & SECURITIES AMERICA, INC.","120 WEST 45TH STREET, SUITE 2402, NEW YORK, NY 10036",
AQUILA DISTRIBUTORS LLC,"120 WEST 45TH STREET, SUITE 3600, NEW YORK, NY 10036",
BEAR CREEK SECURITIES LLC,"1200 17TH STREET SUITE 970, DENVER, CO 80202",
"ARES WEALTH MANAGEMENT SOLUTIONS, LLC","1200 17TH STREET, SUITE #2900, DENVER, CO 80202",
"PAINTER, SMITH AND AMBERG INC.","1200 CALIFORNIA STREET, SUITE 220, REDLANDS, CA 92374",
UBS FINANCIAL SERVICES INC.,"1200 HARBOR BOULEVARD, WEEHAWKEN, NJ 07086","315 DEADERICK STREET, 3RD FL, COMPLIANCE DEPARTMENT, NASHVILLE, TN 37238"
CASGRAIN & COMPANY (USA) LIMITED,"1200 MCGILL COLLEGE AVENUE, 21ST FLOOR, MONTREAL QUEBEC, H3B 4G7 CANADA","1200 MCGILL COLLEGE AVENUE, 21ST FLOOR, MONTREAL, QUEBEC, H3B 4G7 CANADA"
NEWBRIDGE SECURITIES CORPORATION,"1200 NORTH FEDERAL HIGHWAY, SUITE 400, BOCA RATON, FL 33432",
"ALPHAMAX DISTRIBUTORS, L.L.C.","1200 PROSPECT STREET, SUITE 400, LA JOLLA, CA 92037",
"FIRST PUBLIC, LLC","12007 RESEARCH BLVD, AUSTIN, TX 78759",
"EVOLUTION CAPITAL ADVISORS, LLC","1201 3RD AVE, STE 2200, SEATTLE, WA 98101",
"ENGLAND SECURITIES, LLC","1201 LOUISIANA STREET, SUITE 730, HOUSTON, TX 77002",
UPSTOX USA INC.,"1201 N. ALTADENA DRIVE, PASADENA, CA 91107",
"COASTAL EQUITIES, INC.","1201 N. ORANGE STREET, SUITE 729, WILMINGTON, DE 19801",
"ESF EQUITY, LP","1201 PUERTA DEL SOL, SUITE 320, SAN CLEMENTE, CA 92673",
SELECT CAPITAL CORPORATION,"1201 PUERTA DEL SOL, SUITE 320, SAN CLEMENTE, CA 92673",
ECHELON CAPITAL,"1208 NORTH ARDMORE AVENUE, MANHATTAN BEACH, CA 90266",
"OAK HILLS SECURITIES, INC.","121 NE 50TH, OKLAHOMA CITY, OK 73105",
"COGENT ALTERNATIVE STRATEGIES, INC.","121 VIA FLORENZA, PALM BEACH GARDENS, FL 33418",
"ARCOLA SECURITIES, INC.","1211 AVENUE OF THE AMERICAS, 41ST FLOOR, NEW YORK, NY 10036",
NORDEA SECURITIES LLC,"1211 AVENUE OF THE AMERICAS, NEW YORK, NY 10036",
"GT SECURITIES, INC.","12130 MILLENNIUM DR, SUITE 300, LOS ANGELES, CA 90094","12130 MILLENNIUM DR, LOS ANGELES, CA 90094"
"OCP CAPITAL, LLC","12156 LONGWOOD GREEN DR, WELLINGTON, FL 33414",
"PARADIGM EQUITIES, INC.","1216 KENDALE BLVD, EAST LANSING, MI 48823","1216 KENDALE BOULEVARD, PO BOX 2501, EAST LANSING, MI 48826"
"MID-CONTINENT SECURITIES, LTD.","1218 WEBSTER STREET, HOUSTON, TX 77002-8841",
EQUITEQ SECURITIES LLC,"122 EAST 42ND STREET, SUITE 3500, NEW YORK, NY 10168",
"INLET SECURITIES, LLC","122 FAULKNER ST, NEW SMYRNA BEACH, FL 32168",
"CLASSIC, LLC","1220 28TH AVE N, FARGO, ND 58102",
CAPITAL SUISSE LLC,"1221 1ST AVENUE, UNIT 25D, SEATTLE, WA 98101","1000 SECOND AVENUE, SUITE 3200, SEATTLE, WA 98104"
MUFG SECURITIES AMERICAS INC.,"1221 AVENUE OF THE AMERICAS, 6TH FLOOR, NEW YORK, NY 10020-1001",
"INSIGNEO SECURITIES, LLC","1221 BRICKELL AVE, 27TH FLOOR, MIAMI, FL 33131",
FINANTIA USA INC.,"1221 BRICKELL AVENUE, 14TH FLOOR, SUITE 1460, MIAMI, FL 33131",
BANCOLOMBIA CAPITAL LLC,"1221 BRICKELL AVENUE, SUITE 2010, MIAMI, FL 33131",
UCAPAMERICAS,"1221 BRICKELL AVENUE, SUITE 2040, MIAMI, FL 33131",
"INTERCAM SECURITIES, INC.","1221 BRICKELL AVENUE, SUITE 600, MIAMI, FL 33131",
FOLIONET FINANCIAL LLC,"1221 BRICKELL AVENUE, SUITE 900, MIAMI, FL 33131",
ONPEAK CAPITAL LLC,"1221 BRICKELL AVENUE, SUITE 900, MIAMI, FL 33131",
POTOMAC INVESTMENT COMPANY,"1221 JEBBER LOOP, THE VILLAGES, FL 32162",
PRIME DECISION CONSULTING LLC,"1221 OCEAN AVENUE, SUITE 908, SANTA MONICA, CA 90401",
"ROW ASSOCIATES, LLC","1222 16TH AVENUE SOUTH, SUITE 21, NASHVILLE, TN 37212",
"PERRYMAN SECURITIES, INC.","12221 MERIT DRIVE - SUITE 1660, DALLAS, TX 75251",
"MAPLEWOOD INVESTMENTS, INC.","12222 MERIT DR, SUITE 1390, DALLAS, TX 75251",
OLIMPIA PARTNERS (USA) LLC,"12239 DARLINGTON AVE., LOS ANGELES, CA 90049",
"CMD GLOBAL PARTNERS, LLC","123 N WACKER DR, SUITE 1375, CHICAGO, IL 60606",
"IHT SECURITIES, LLC","123 N. WACKER DR., SUITE 2300, CHICAGO, IL 60606",
